fips	county	plane
48411	San Saba County	c
48413	Schleicher County	c
48419	Shelby County	c
48431	Sterling County	c
48435	Sutton County	c
48451	Tom Green County	c
48453	Travis County	c
48455	Trinity County	c
48457	Tyler County	c
48461	Upton County	c
48471	Walker County	c
48475	Ward County	c
48477	Washington County	c
48491	Williamson County	c
48495	Winkler County	c
48007	Aransas County	sc
48013	Atascosa County	sc
48015	Austin County	sc
48019	Bandera County	sc
48025	Bee County	sc
48029	Bexar County	sc
48039	Brazoria County	sc
48043	Brewster County	sc
48055	Caldwell County	sc
48057	Calhoun County	sc
48071	Chambers County	sc
48089	Colorado County	sc
48091	Comal County	sc
48123	DeWitt County	sc
48127	Dimmit County	sc
48137	Edwards County	sc
48149	Fayette County	sc
48157	Fort Bend County	sc
48163	Frio County	sc
48167	Galveston County	sc
48175	Goliad County	sc
48177	Gonzales County	sc
48187	Guadalupe County	sc
48201	Harris County	sc
48209	Hays County	sc
48239	Jackson County	sc
48245	Jefferson County	sc
48255	Karnes County	sc
48259	Kendall County	sc
48265	Kerr County	sc
48271	Kinney County	sc
48283	La Salle County	sc
48285	Lavaca County	sc
48297	Live Oak County	sc
48311	McMullen County	sc
48321	Matagorda County	sc
48323	Maverick County	sc
48325	Medina County	sc
48377	Presidio County	sc
48385	Real County	sc
48391	Refugio County	sc
48443	Terrell County	sc
48463	Uvalde County	sc
48465	Val Verde County	sc
48469	Victoria County	sc
48473	Waller County	sc
48481	Wharton County	sc
48493	Wilson County	sc
48507	Zavala County	sc
48047	Brooks County	s
48061	Cameron County	s
48131	Duval County	s
48215	Hidalgo County	s
48247	Jim Hogg County	s
48249	Jim Wells County	s
48261	Kenedy County	s
48273	Kleberg County	s
48355	Nueces County	s
48409	San Patricio County	s
48427	Starr County	s
48479	Webb County	s
48489	Willacy County	s
48505	Zapata County	s
49003	Box Elder County	n
49005	Cache County	n
49009	Daggett County	n
49011	Davis County	n
49029	Morgan County	n
49033	Rich County	n
49043	Summit County	n
49057	Weber County	n
49007	Carbon County	c
49013	Duchesne County	c
49015	Emery County	c
49019	Grand County	c
49023	Juab County	c
49027	Millard County	c
49035	Salt Lake County	c
49039	Sanpete County	c
49041	Sevier County	c
49045	Tooele County	c
49047	Uintah County	c
49049	Utah County	c
49051	Wasatch County	c
49001	Beaver County	s
49017	Garfield County	s
49021	Iron County	s
49025	Kane County	s
49031	Piute County	s
49037	San Juan County	s
49053	Washington County	s
49055	Wayne County	s
50001	Addison County	
50003	Bennington County	
50005	Caledonia County	
50007	Chittenden County	
50009	Essex County	
50011	Franklin County	
50013	Grand Isle County	
50015	Lamoille County	
50017	Orange County	
50019	Orleans County	
50021	Rutland County	
50023	Washington County	
50025	Windham County	
50027	Windsor County	
51013	Arlington County	n
51015	Augusta County	n
51017	Bath County	n
51033	Caroline County	n
51043	Clarke County	n
51047	Culpeper County	n
51059	Fairfax County	n
51061	Fauquier County	n
51069	Frederick County	n
51079	Greene County	n
51091	Highland County	n
51099	King George County	n
51107	Loudoun County	n
51113	Madison County	n
51137	Orange County	n
51139	Page County	n
51153	Prince William County	n
51157	Rappahannock County	n
51165	Rockingham County	n
51171	Shenandoah County	n
51177	Spotsylvania County	n
51179	Stafford County	n
51187	Warren County	n
51193	Westmoreland County	n
51510	Alexandria city	n
51600	Fairfax city	n
51610	Falls Church city	n
51630	Fredericksburg city	n
51660	Harrisonburg city	n
51683	Manassas city	n
51685	Manassas Park city	n
51790	Staunton city	n
51820	Waynesboro city	n
51840	Winchester city	n
51001	Accomack County	s
51003	Albemarle County	s
51005	Alleghany County	s
51007	Amelia County	s
51009	Amherst County	s
51011	Appomattox County	s
51019	Bedford County	s
51021	Bland County	s
51023	Botetourt County	s
51025	Brunswick County	s
51027	Buchanan County	s
51029	Buckingham County	s
51031	Campbell County	s
51035	Carroll County	s
51036	Charles City County	s
51037	Charlotte County	s
51041	Chesterfield County	s
51045	Craig County	s
51049	Cumberland County	s
51051	Dickenson County	s
51053	Dinwiddie County	s
51057	Essex County	s
51063	Floyd County	s
51065	Fluvanna County	s
51067	Franklin County	s
51071	Giles County	s
51073	Gloucester County	s
51075	Goochland County	s
51077	Grayson County	s
51081	Greensville County	s
51083	Halifax County	s
51085	Hanover County	s
51087	Henrico County	s
51089	Henry County	s
51093	Isle of Wight County	s
51095	James City County	s
51097	King and Queen County	s
51101	King William County	s
51103	Lancaster County	s
51105	Lee County	s
51109	Louisa County	s
51111	Lunenburg County	s
51115	Mathews County	s
51117	Mecklenburg County	s
51119	Middlesex County	s
51121	Montgomery County	s
51125	Nelson County	s
51127	New Kent County	s
51131	Northampton County	s
51133	Northumberland County	s
51135	Nottoway County	s
51141	Patrick County	s
51143	Pittsylvania County	s
51145	Powhatan County	s
51147	Prince Edward County	s
51149	Prince George County	s
51155	Pulaski County	s
51159	Richmond County	s
51161	Roanoke County	s
51163	Rockbridge County	s
51167	Russell County	s
51169	Scott County	s
51173	Smyth County	s
51175	Southampton County	s
51181	Surry County	s
51183	Sussex County	s
51185	Tazewell County	s
51191	Washington County	s
51195	Wise County	s
51197	Wythe County	s
51199	York County	s
51515	Bedford city	s
51520	Bristol city	s
51530	Buena Vista city	s
51540	Charlottesville city	s
51550	Chesapeake city	s
51570	Colonial Heights city	s
51580	Covington city	s
51590	Danville city	s
51595	Emporia city	s
51620	Franklin city	s
51640	Galax city	s
51650	Hampton city	s
51670	Hopewell city	s
51678	Lexington city	s
51680	Lynchburg city	s
51690	Martinsville city	s
51700	Newport News city	s
51710	Norfolk city	s
51720	Norton city	s
51730	Petersburg city	s
51735	Poquoson city	s
51740	Portsmouth city	s
51750	Radford city	s
51760	Richmond city	s
51770	Roanoke city	s
51775	Salem city	s
51800	Suffolk city	s
51810	Virginia Beach city	s
51830	Williamsburg city	s
53007	Chelan County	n
53009	Clallam County	n
53017	Douglas County	n
53019	Ferry County	n
53029	Island County	n
53031	Jefferson County	n
53033	King County	n
53035	Kitsap County	n
53043	Lincoln County	n
53047	Okanogan County	n
53051	Pend Oreille County	n
53055	San Juan County	n
53057	Skagit County	n
53061	Snohomish County	n
53063	Spokane County	n
53065	Stevens County	n
53073	Whatcom County	n
53001	Adams County	s
53003	Asotin County	s
53005	Benton County	s
53011	Clark County	s
53013	Columbia County	s
53015	Cowlitz County	s
53021	Franklin County	s
53023	Garfield County	s
53025	Grant County	s
53027	Grays Harbor County	s
53037	Kittitas County	s
53039	Klickitat County	s
53041	Lewis County	s
53045	Mason County	s
53049	Pacific County	s
53053	Pierce County	s
53059	Skamania County	s
53067	Thurston County	s
53069	Wahkiakum County	s
53071	Walla Walla County	s
53075	Whitman County	s
53077	Yakima County	s
54001	Barbour County	n
54003	Berkeley County	n
54009	Brooke County	n
54017	Doddridge County	n
54023	Grant County	n
54027	Hampshire County	n
54029	Hancock County	n
54031	Hardy County	n
54033	Harrison County	n
54037	Jefferson County	n
54049	Marion County	n
54051	Marshall County	n
54057	Mineral County	n
54061	Monongalia County	n
54065	Morgan County	n
54069	Ohio County	n
54073	Pleasants County	n
54077	Preston County	n
54085	Ritchie County	n
54091	Taylor County	n
54093	Tucker County	n
54095	Tyler County	n
54103	Wetzel County	n
54105	Wirt County	n
54107	Wood County	n
54005	Boone County	s
54007	Braxton County	s
54011	Cabell County	s
54013	Calhoun County	s
54015	Clay County	s
54019	Fayette County	s
54021	Gilmer County	s
54025	Greenbrier County	s
54035	Jackson County	s
54039	Kanawha County	s
54041	Lewis County	s
54043	Lincoln County	s
54045	Logan County	s
54047	McDowell County	s
54053	Mason County	s
54055	Mercer County	s
54059	Mingo County	s
54063	Monroe County	s
54067	Nicholas County	s
54071	Pendleton County	s
54075	Pocahontas County	s
54079	Putnam County	s
54081	Raleigh County	s
54083	Randolph County	s
54087	Roane County	s
54089	Summers County	s
54097	Upshur County	s
54099	Wayne County	s
54101	Webster County	s
54109	Wyoming County	s
55003	Ashland County	n
55007	Bayfield County	n
55013	Burnett County	n
55031	Douglas County	n
55037	Florence County	n
55041	Forest County	n
55051	Iron County	n
55085	Oneida County	n
55099	Price County	n
55113	Sawyer County	n
55125	Vilas County	n
55129	Washburn County	n
55005	Barron County	c
55009	Brown County	c
55011	Buffalo County	c
55017	Chippewa County	c
55019	Clark County	c
55029	Door County	c
55033	Dunn County	c
55035	Eau Claire County	c
55053	Jackson County	c
55061	Kewaunee County	c
55067	Langlade County	c
55069	Lincoln County	c
55073	Marathon County	c
55075	Marinette County	c
55078	Menominee County	c
55083	Oconto County	c
55087	Outagamie County	c
55091	Pepin County	c
55093	Pierce County	c
55095	Polk County	c
55097	Portage County	c
55107	Rusk County	c
55109	St. Croix County	c
55115	Shawano County	c
55119	Taylor County	c
55121	Trempealeau County	c
55135	Waupaca County	c
55141	Wood County	c
55001	Adams County	s
55015	Calumet County	s
55021	Columbia County	s
55023	Crawford County	s
55025	Dane County	s
55027	Dodge County	s
55039	Fond du Lac County	s
55043	Grant County	s
55045	Green County	s
55047	Green Lake County	s
55049	Iowa County	s
55055	Jefferson County	s
55057	Juneau County	s
55059	Kenosha County	s
55063	La Crosse County	s
55065	Lafayette County	s
55071	Manitowoc County	s
55077	Marquette County	s
55079	Milwaukee County	s
55081	Monroe County	s
55089	Ozaukee County	s
55101	Racine County	s
55103	Richland County	s
55105	Rock County	s
55111	Sauk County	s
55117	Sheboygan County	s
55123	Vernon County	s
55127	Walworth County	s
55131	Washington County	s
55133	Waukesha County	s
55137	Waushara County	s
55139	Winnebago County	s
56023	Lincoln County	w
56035	Sublette County	w
56039	Teton County	w
56041	Uinta County	w
56013	Fremont County	wc
56017	Hot Springs County	wc
56029	Park County	wc
56037	Sweetwater County	wc
56003	Big Horn County	ec
56007	Carbon County	ec
56019	Johnson County	ec
56025	Natrona County	ec
56033	Sheridan County	ec
56043	Washakie County	ec
56001	Albany County	e
56005	Campbell County	e
56009	Converse County	e
56011	Crook County	e
56015	Goshen County	e
56021	Laramie County	e
56027	Niobrara County	e
56031	Platte County	e
56045	Weston County	e
